   0.26995E+00   0.36055E-01
   0.34194E+00   0.22472E-01
   0.41392E+00   0.00000E+00
   0.48591E+00   0.66768E-01
   0.55790E+00   0.50649E-01
   0.62988E+00   0.39734E-01
   0.70187E+00   0.10667E+00
   0.77386E+00   0.16233E+00
   0.84584E+00   0.21667E+00
   0.91783E+00   0.21521E+00
   0.98982E+00   0.25745E+00
   0.10618E+01   0.33093E+00
   0.11338E+01   0.34747E+00
   0.12058E+01   0.33794E+00
   0.12778E+01   0.34117E+00
   0.13498E+01   0.33170E+00
   0.14217E+01   0.36526E+00
   0.14937E+01   0.35681E+00
   0.15657E+01   0.33868E+00
   0.16377E+01   0.32328E+00
   0.17097E+01   0.32180E+00
   0.17817E+01   0.30625E+00
   0.18537E+01   0.33722E+00
   0.19256E+01   0.28272E+00
   0.19976E+01   0.28509E+00
   0.20696E+01   0.27113E+00
   0.21416E+01   0.26237E+00
   0.22136E+01   0.27669E+00
   0.22856E+01   0.36666E+00
   0.23576E+01   0.55356E+00
   0.24296E+01   0.95345E+00
   0.25015E+01   0.16329E+01
   0.25735E+01   0.24084E+01
   0.26455E+01   0.32139E+01
   0.27175E+01   0.38358E+01
   0.27895E+01   0.43271E+01
   0.28615E+01   0.46721E+01
   0.29335E+01   0.47714E+01
   0.30054E+01   0.47428E+01
   0.30774E+01   0.45130E+01
   0.31494E+01   0.42947E+01
   0.32214E+01   0.40193E+01
   0.32934E+01   0.35490E+01
   0.33654E+01   0.30478E+01
   0.34374E+01   0.25288E+01
   0.35094E+01   0.21149E+01
   0.35813E+01   0.17441E+01
   0.36533E+01   0.14686E+01
   0.37253E+01   0.12569E+01
   0.37973E+01   0.11106E+01
   0.38693E+01   0.98857E+00
   0.39413E+01   0.98814E+00
   0.40133E+01   0.99559E+00
   0.40852E+01   0.10184E+01
   0.41572E+01   0.10484E+01
   0.42292E+01   0.10547E+01
   0.43012E+01   0.11367E+01
   0.43732E+01   0.12866E+01
   0.44452E+01   0.14656E+01
   0.45172E+01   0.16407E+01
   0.45892E+01   0.17849E+01
   0.46611E+01   0.19780E+01
   0.47331E+01   0.21492E+01
   0.48051E+01   0.22881E+01
   0.48771E+01   0.24190E+01
   0.49491E+01   0.25302E+01
   0.50211E+01   0.26354E+01
   0.50931E+01   0.26413E+01
   0.51650E+01   0.26838E+01
   0.52370E+01   0.26741E+01
   0.53090E+01   0.26953E+01
   0.53810E+01   0.26843E+01
   0.54530E+01   0.26788E+01
   0.55250E+01   0.26190E+01
   0.55970E+01   0.25774E+01
   0.56690E+01   0.25265E+01
   0.57409E+01   0.24835E+01
   0.58129E+01   0.23979E+01
   0.58849E+01   0.23065E+01
   0.59569E+01   0.22598E+01
   0.60289E+01   0.21582E+01
   0.61009E+01   0.20700E+01
   0.61729E+01   0.19695E+01
   0.62449E+01   0.18810E+01
   0.63168E+01   0.17914E+01
   0.63888E+01   0.17565E+01
   0.64608E+01   0.16896E+01
   0.65328E+01   0.16373E+01
   0.66048E+01   0.16216E+01
   0.66768E+01   0.16024E+01
   0.67488E+01   0.16168E+01
   0.68207E+01   0.16814E+01
   0.68927E+01   0.17150E+01
   0.69647E+01   0.17856E+01
   0.70367E+01   0.18798E+01
   0.71087E+01   0.20023E+01
   0.71807E+01   0.20500E+01
   0.72527E+01   0.21905E+01
   0.73247E+01   0.22866E+01
   0.73966E+01   0.23349E+01
   0.74686E+01   0.24056E+01
   0.75406E+01   0.24456E+01
   0.76126E+01   0.24694E+01
   0.76846E+01   0.24646E+01
   0.77566E+01   0.24386E+01
   0.78286E+01   0.24213E+01
   0.79005E+01   0.23848E+01
   0.79725E+01   0.23422E+01
   0.80445E+01   0.22965E+01
   0.81165E+01   0.22534E+01
   0.81885E+01   0.22197E+01
   0.82605E+01   0.21696E+01
   0.83325E+01   0.21293E+01
   0.84045E+01   0.21051E+01
   0.84764E+01   0.20697E+01
   0.85484E+01   0.20421E+01
   0.86204E+01   0.20225E+01
   0.86924E+01   0.19803E+01
   0.87644E+01   0.19532E+01
   0.88364E+01   0.19441E+01
   0.89084E+01   0.19322E+01
   0.89803E+01   0.19238E+01
   0.90523E+01   0.19072E+01
   0.91243E+01   0.19055E+01
   0.91963E+01   0.19130E+01
   0.92683E+01   0.19152E+01
   0.93403E+01   0.19421E+01
   0.94123E+01   0.19705E+01
   0.94843E+01   0.19946E+01
   0.95562E+01   0.20249E+01
   0.96282E+01   0.20801E+01
   0.97002E+01   0.21213E+01
   0.97722E+01   0.21454E+01
   0.98442E+01   0.21967E+01
   0.99162E+01   0.22337E+01
   0.99882E+01   0.22573E+01
   0.10060E+02   0.22711E+01
   0.10132E+02   0.22883E+01
   0.10204E+02   0.22815E+01
   0.10276E+02   0.22660E+01
   0.10348E+02   0.22754E+01
   0.10420E+02   0.22555E+01
   0.10492E+02   0.22184E+01
   0.10564E+02   0.21891E+01
   0.10636E+02   0.21603E+01
   0.10708E+02   0.21453E+01
   0.10780E+02   0.21301E+01
   0.10852E+02   0.20895E+01
   0.10924E+02   0.20730E+01
   0.10996E+02   0.20489E+01
   0.11068E+02   0.20210E+01
   0.11140E+02   0.20293E+01
   0.11212E+02   0.20251E+01
   0.11284E+02   0.19905E+01
   0.11356E+02   0.19880E+01
   0.11428E+02   0.20005E+01
   0.11500E+02   0.20011E+01
   0.11572E+02   0.20008E+01
   0.11644E+02   0.20088E+01
   0.11716E+02   0.20167E+01
   0.11788E+02   0.20334E+01
   0.11860E+02   0.20537E+01
   0.11932E+02   0.20591E+01
   0.12004E+02   0.20787E+01
   0.12076E+02   0.21023E+01
   0.12148E+02   0.21206E+01
   0.12220E+02   0.21394E+01
   0.12292E+02   0.21484E+01
   0.12364E+02   0.21573E+01
   0.12436E+02   0.21715E+01
   0.12508E+02   0.21815E+01
   0.12580E+02   0.21898E+01
   0.12652E+02   0.21871E+01
   0.12724E+02   0.21896E+01
   0.12796E+02   0.21789E+01
   0.12868E+02   0.21709E+01
   0.12940E+02   0.21684E+01
   0.13012E+02   0.21543E+01
   0.13084E+02   0.21367E+01
   0.13156E+02   0.21368E+01
   0.13228E+02   0.21141E+01
   0.13300E+02   0.20944E+01
   0.13372E+02   0.20903E+01
   0.13444E+02   0.20664E+01
   0.13516E+02   0.20620E+01
   0.13587E+02   0.20510E+01
   0.13659E+02   0.20360E+01
   0.13731E+02   0.20419E+01
   0.13803E+02   0.20361E+01
   0.13875E+02   0.20338E+01
   0.13947E+02   0.20471E+01
   0.14019E+02   0.20399E+01
   0.14091E+02   0.20540E+01
   0.14163E+02   0.20633E+01
   0.14235E+02   0.20621E+01
   0.14307E+02   0.20827E+01
   0.14379E+02   0.20775E+01
   0.14451E+02   0.20974E+01
   0.14523E+02   0.21061E+01
   0.14595E+02   0.21168E+01
   0.14667E+02   0.21164E+01
   0.14739E+02   0.21301E+01
   0.14811E+02   0.21338E+01
   0.14883E+02   0.21462E+01
   0.14955E+02   0.21469E+01
   0.15027E+02   0.21434E+01
   0.15099E+02   0.21470E+01
   0.15171E+02   0.21356E+01
   0.15243E+02   0.21417E+01
   0.15315E+02   0.21386E+01
   0.15387E+02   0.21309E+01
   0.15459E+02   0.21224E+01
   0.15531E+02   0.21241E+01
   0.15603E+02   0.21147E+01
   0.15675E+02   0.21084E+01
   0.15747E+02   0.20948E+01
   0.15819E+02   0.20893E+01
   0.15891E+02   0.20828E+01
   0.15963E+02   0.20746E+01
   0.16035E+02   0.20721E+01
   0.16107E+02   0.20684E+01
   0.16179E+02   0.20707E+01
   0.16251E+02   0.20620E+01
   0.16323E+02   0.20730E+01
   0.16395E+02   0.20679E+01
   0.16467E+02   0.20627E+01
   0.16539E+02   0.20724E+01
   0.16611E+02   0.20687E+01
   0.16683E+02   0.20749E+01
   0.16755E+02   0.20794E+01
   0.16827E+02   0.20916E+01
   0.16899E+02   0.21018E+01
   0.16971E+02   0.20980E+01
   0.17043E+02   0.21059E+01
   0.17115E+02   0.21158E+01
   0.17187E+02   0.21180E+01
   0.17259E+02   0.21230E+01
   0.17331E+02   0.21271E+01
   0.17403E+02   0.21236E+01
   0.17475E+02   0.21281E+01
   0.17547E+02   0.21312E+01
   0.17619E+02   0.21244E+01
   0.17691E+02   0.21199E+01
   0.17763E+02   0.21239E+01
   0.17835E+02   0.21114E+01
   0.17907E+02   0.21117E+01
   0.17979E+02   0.21085E+01
   0.18051E+02   0.20989E+01
   0.18123E+02   0.20968E+01
   0.18195E+02   0.20925E+01
   0.18267E+02   0.21009E+01
   0.18339E+02   0.20850E+01
   0.18411E+02   0.20850E+01
   0.18483E+02   0.20764E+01
   0.18555E+02   0.20839E+01
   0.18627E+02   0.20861E+01
   0.18699E+02   0.20779E+01
   0.18771E+02   0.20784E+01
   0.18843E+02   0.20800E+01
   0.18915E+02   0.20791E+01
   0.18987E+02   0.20834E+01
   0.19058E+02   0.20859E+01
   0.19130E+02   0.20901E+01
   0.19202E+02   0.20947E+01
   0.19274E+02   0.20924E+01
