3.2934	3.549	4.049	4.549	5.549	6.549
3.3654	3.0478	3.5478	4.0478	5.0478	6.0478
3.4374	2.5288	3.0288	3.5288	4.5288	5.5288
3.5094	2.1149	2.6149	3.1149	4.1149	5.1149
3.5813	1.7441	2.2441	2.7441	3.7441	4.7441
3.6533	1.4686	1.9686	2.4686	3.4686	4.4686
3.7253	1.2569	1.7569	2.2569	3.2569	4.2569
3.7973	1.1106	1.6106	2.1106	3.1106	4.1106
3.8693	0.98857	1.48857	1.98857	2.98857	3.98857
3.9413	0.98814	1.48814	1.98814	2.98814	3.98814
4.0133	0.99559	1.49559	1.99559	2.99559	3.99559
4.0852	1.0184	1.5184	2.0184	3.0184	4.0184
4.1572	1.0484	1.5484	2.0484	3.0484	4.0484
4.2292	1.0547	1.5547	2.0547	3.0547	4.0547
4.3012	1.1367	1.6367	2.1367	3.1367	4.1367
4.3732	1.2866	1.7866	2.2866	3.2866	4.2866
4.4452	1.4656	1.9656	2.4656	3.4656	4.4656
4.5172	1.6407	2.1407	2.6407	3.6407	4.6407
4.5892	1.7849	2.2849	2.7849	3.7849	4.7849
4.6611	1.978	2.478	2.978	3.978	4.978
4.7331	2.1492	2.6492	3.1492	4.1492	5.1492
4.8051	2.2881	2.7881	3.2881	4.2881	5.2881
4.8771	2.419	2.919	3.419	4.419	5.419
4.9491	2.5302	3.0302	3.5302	4.5302	5.5302
5.0211	2.6354	3.1354	3.6354	4.6354	5.6354
5.0931	2.6413	3.1413	3.6413	4.6413	5.6413
5.165	2.6838	3.1838	3.6838	4.6838	5.6838
5.237	2.6741	3.1741	3.6741	4.6741	5.6741
5.309	2.6953	3.1953	3.6953	4.6953	5.6953
5.381	2.6843	3.1843	3.6843	4.6843	5.6843
5.453	2.6788	3.1788	3.6788	4.6788	5.6788
5.525	2.619	3.119	3.619	4.619	5.619
5.597	2.5774	3.0774	3.5774	4.5774	5.5774
5.669	2.5265	3.0265	3.5265	4.5265	5.5265
5.7409	2.4835	2.9835	3.4835	4.4835	5.4835
5.8129	2.3979	2.8979	3.3979	4.3979	5.3979
5.8849	2.3065	2.8065	3.3065	4.3065	5.3065
5.9569	2.2598	2.7598	3.2598	4.2598	5.2598
6.0289	2.1582	2.6582	3.1582	4.1582	5.1582
6.1009	2.07	2.57	3.07	4.07	5.07
6.1729	1.9695	2.4695	2.9695	3.9695	4.9695
6.2449	1.881	2.381	2.881	3.881	4.881
6.3168	1.7914	2.2914	2.7914	3.7914	4.7914
6.3888	1.7565	2.2565	2.7565	3.7565	4.7565
6.4608	1.6896	2.1896	2.6896	3.6896	4.6896
6.5328	1.6373	2.1373	2.6373	3.6373	4.6373
6.6048	1.6216	2.1216	2.6216	3.6216	4.6216
6.6768	1.6024	2.1024	2.6024	3.6024	4.6024
6.7488	1.6168	2.1168	2.6168	3.6168	4.6168
6.8207	1.6814	2.1814	2.6814	3.6814	4.6814
6.8927	1.715	2.215	2.715	3.715	4.715
6.9647	1.7856	2.2856	2.7856	3.7856	4.7856
7.0367	1.8798	2.3798	2.8798	3.8798	4.8798
7.1087	2.0023	2.5023	3.0023	4.0023	5.0023
7.1807	2.05	2.55	3.05	4.05	5.05
7.2527	2.1905	2.6905	3.1905	4.1905	5.1905
7.3247	2.2866	2.7866	3.2866	4.2866	5.2866
7.3966	2.3349	2.8349	3.3349	4.3349	5.3349
7.4686	2.4056	2.9056	3.4056	4.4056	5.4056
7.5406	2.4456	2.9456	3.4456	4.4456	5.4456
7.6126	2.4694	2.9694	3.4694	4.4694	5.4694
7.6846	2.4646	2.9646	3.4646	4.4646	5.4646
7.7566	2.4386	2.9386	3.4386	4.4386	5.4386
7.8286	2.4213	2.9213	3.4213	4.4213	5.4213
7.9005	2.3848	2.8848	3.3848	4.3848	5.3848
7.9725	2.3422	2.8422	3.3422	4.3422	5.3422
8.0445	2.2965	2.7965	3.2965	4.2965	5.2965
8.1165	2.2534	2.7534	3.2534	4.2534	5.2534
8.1885	2.2197	2.7197	3.2197	4.2197	5.2197
8.2605	2.1696	2.6696	3.1696	4.1696	5.1696
8.3325	2.1293	2.6293	3.1293	4.1293	5.1293
8.4045	2.1051	2.6051	3.1051	4.1051	5.1051
8.4764	2.0697	2.5697	3.0697	4.0697	5.0697
8.5484	2.0421	2.5421	3.0421	4.0421	5.0421
8.6204	2.0225	2.5225	3.0225	4.0225	5.0225
8.6924	1.9803	2.4803	2.9803	3.9803	4.9803
8.7644	1.9532	2.4532	2.9532	3.9532	4.9532
8.8364	1.9441	2.4441	2.9441	3.9441	4.9441
8.9084	1.9322	2.4322	2.9322	3.9322	4.9322
8.9803	1.9238	2.4238	2.9238	3.9238	4.9238
9.0523	1.9072	2.4072	2.9072	3.9072	4.9072
9.1243	1.9055	2.4055	2.9055	3.9055	4.9055
9.1963	1.913	2.413	2.913	3.913	4.913
9.2683	1.9152	2.4152	2.9152	3.9152	4.9152
9.3403	1.9421	2.4421	2.9421	3.9421	4.9421
9.4123	1.9705	2.4705	2.9705	3.9705	4.9705
9.4843	1.9946	2.4946	2.9946	3.9946	4.9946
9.5562	2.0249	2.5249	3.0249	4.0249	5.0249
9.6282	2.0801	2.5801	3.0801	4.0801	5.0801
9.7002	2.1213	2.6213	3.1213	4.1213	5.1213
9.7722	2.1454	2.6454	3.1454	4.1454	5.1454
9.8442	2.1967	2.6967	3.1967	4.1967	5.1967
9.9162	2.2337	2.7337	3.2337	4.2337	5.2337
9.9882	2.2573	2.7573	3.2573	4.2573	5.2573
10.06	2.2711	2.7711	3.2711	4.2711	5.2711
10.132	2.2883	2.7883	3.2883	4.2883	5.2883
10.204	2.2815	2.7815	3.2815	4.2815	5.2815
10.276	2.266	2.766	3.266	4.266	5.266
10.348	2.2754	2.7754	3.2754	4.2754	5.2754
10.42	2.2555	2.7555	3.2555	4.2555	5.2555
10.492	2.2184	2.7184	3.2184	4.2184	5.2184
10.564	2.1891	2.6891	3.1891	4.1891	5.1891
10.636	2.1603	2.6603	3.1603	4.1603	5.1603
10.708	2.1453	2.6453	3.1453	4.1453	5.1453
10.78	2.1301	2.6301	3.1301	4.1301	5.1301
10.852	2.0895	2.5895	3.0895	4.0895	5.0895
10.924	2.073	2.573	3.073	4.073	5.073
10.996	2.0489	2.5489	3.0489	4.0489	5.0489
11.068	2.021	2.521	3.021	4.021	5.021
11.14	2.0293	2.5293	3.0293	4.0293	5.0293
11.212	2.0251	2.5251	3.0251	4.0251	5.0251
11.284	1.9905	2.4905	2.9905	3.9905	4.9905
11.356	1.988	2.488	2.988	3.988	4.988
11.428	2.0005	2.5005	3.0005	4.0005	5.0005
11.5	2.0011	2.5011	3.0011	4.0011	5.0011
11.572	2.0008	2.5008	3.0008	4.0008	5.0008
11.644	2.0088	2.5088	3.0088	4.0088	5.0088
11.716	2.0167	2.5167	3.0167	4.0167	5.0167
11.788	2.0334	2.5334	3.0334	4.0334	5.0334
11.86	2.0537	2.5537	3.0537	4.0537	5.0537
11.932	2.0591	2.5591	3.0591	4.0591	5.0591
12.004	2.0787	2.5787	3.0787	4.0787	5.0787
12.076	2.1023	2.6023	3.1023	4.1023	5.1023
12.148	2.1206	2.6206	3.1206	4.1206	5.1206
12.22	2.1394	2.6394	3.1394	4.1394	5.1394
12.292	2.1484	2.6484	3.1484	4.1484	5.1484
12.364	2.1573	2.6573	3.1573	4.1573	5.1573
12.436	2.1715	2.6715	3.1715	4.1715	5.1715
12.508	2.1815	2.6815	3.1815	4.1815	5.1815
12.58	2.1898	2.6898	3.1898	4.1898	5.1898
12.652	2.1871	2.6871	3.1871	4.1871	5.1871
12.724	2.1896	2.6896	3.1896	4.1896	5.1896
12.796	2.1789	2.6789	3.1789	4.1789	5.1789
12.868	2.1709	2.6709	3.1709	4.1709	5.1709
12.94	2.1684	2.6684	3.1684	4.1684	5.1684
13.012	2.1543	2.6543	3.1543	4.1543	5.1543
13.084	2.1367	2.6367	3.1367	4.1367	5.1367
13.156	2.1368	2.6368	3.1368	4.1368	5.1368
13.228	2.1141	2.6141	3.1141	4.1141	5.1141
13.3	2.0944	2.5944	3.0944	4.0944	5.0944
13.372	2.0903	2.5903	3.0903	4.0903	5.0903
13.444	2.0664	2.5664	3.0664	4.0664	5.0664
13.516	2.062	2.562	3.062	4.062	5.062
13.587	2.051	2.551	3.051	4.051	5.051
13.659	2.036	2.536	3.036	4.036	5.036
13.731	2.0419	2.5419	3.0419	4.0419	5.0419
13.803	2.0361	2.5361	3.0361	4.0361	5.0361
13.875	2.0338	2.5338	3.0338	4.0338	5.0338
13.947	2.0471	2.5471	3.0471	4.0471	5.0471
14.019	2.0399	2.5399	3.0399	4.0399	5.0399
14.091	2.054	2.554	3.054	4.054	5.054
14.163	2.0633	2.5633	3.0633	4.0633	5.0633
14.235	2.0621	2.5621	3.0621	4.0621	5.0621
14.307	2.0827	2.5827	3.0827	4.0827	5.0827
14.379	2.0775	2.5775	3.0775	4.0775	5.0775
14.451	2.0974	2.5974	3.0974	4.0974	5.0974
14.523	2.1061	2.6061	3.1061	4.1061	5.1061
14.595	2.1168	2.6168	3.1168	4.1168	5.1168
14.667	2.1164	2.6164	3.1164	4.1164	5.1164
14.739	2.1301	2.6301	3.1301	4.1301	5.1301
14.811	2.1338	2.6338	3.1338	4.1338	5.1338
14.883	2.1462	2.6462	3.1462	4.1462	5.1462
14.955	2.1469	2.6469	3.1469	4.1469	5.1469
15.027	2.1434	2.6434	3.1434	4.1434	5.1434
15.099	2.147	2.647	3.147	4.147	5.147
15.171	2.1356	2.6356	3.1356	4.1356	5.1356
15.243	2.1417	2.6417	3.1417	4.1417	5.1417
15.315	2.1386	2.6386	3.1386	4.1386	5.1386
15.387	2.1309	2.6309	3.1309	4.1309	5.1309
15.459	2.1224	2.6224	3.1224	4.1224	5.1224
15.531	2.1241	2.6241	3.1241	4.1241	5.1241
15.603	2.1147	2.6147	3.1147	4.1147	5.1147
15.675	2.1084	2.6084	3.1084	4.1084	5.1084
15.747	2.0948	2.5948	3.0948	4.0948	5.0948
15.819	2.0893	2.5893	3.0893	4.0893	5.0893
15.891	2.0828	2.5828	3.0828	4.0828	5.0828
15.963	2.0746	2.5746	3.0746	4.0746	5.0746
16.035	2.0721	2.5721	3.0721	4.0721	5.0721
16.107	2.0684	2.5684	3.0684	4.0684	5.0684
16.179	2.0707	2.5707	3.0707	4.0707	5.0707
16.251	2.062	2.562	3.062	4.062	5.062
16.323	2.073	2.573	3.073	4.073	5.073
16.395	2.0679	2.5679	3.0679	4.0679	5.0679
16.467	2.0627	2.5627	3.0627	4.0627	5.0627
16.539	2.0724	2.5724	3.0724	4.0724	5.0724
16.611	2.0687	2.5687	3.0687	4.0687	5.0687
16.683	2.0749	2.5749	3.0749	4.0749	5.0749
16.755	2.0794	2.5794	3.0794	4.0794	5.0794
16.827	2.0916	2.5916	3.0916	4.0916	5.0916
16.899	2.1018	2.6018	3.1018	4.1018	5.1018
16.971	2.098	2.598	3.098	4.098	5.098
17.043	2.1059	2.6059	3.1059	4.1059	5.1059
17.115	2.1158	2.6158	3.1158	4.1158	5.1158
17.187	2.118	2.618	3.118	4.118	5.118
17.259	2.123	2.623	3.123	4.123	5.123
17.331	2.1271	2.6271	3.1271	4.1271	5.1271
17.403	2.1236	2.6236	3.1236	4.1236	5.1236
17.475	2.1281	2.6281	3.1281	4.1281	5.1281
17.547	2.1312	2.6312	3.1312	4.1312	5.1312
17.619	2.1244	2.6244	3.1244	4.1244	5.1244
17.691	2.1199	2.6199	3.1199	4.1199	5.1199
17.763	2.1239	2.6239	3.1239	4.1239	5.1239
17.835	2.1114	2.6114	3.1114	4.1114	5.1114
17.907	2.1117	2.6117	3.1117	4.1117	5.1117
17.979	2.1085	2.6085	3.1085	4.1085	5.1085
18.051	2.0989	2.5989	3.0989	4.0989	5.0989
18.123	2.0968	2.5968	3.0968	4.0968	5.0968
18.195	2.0925	2.5925	3.0925	4.0925	5.0925
18.267	2.1009	2.6009	3.1009	4.1009	5.1009
18.339	2.085	2.585	3.085	4.085	5.085
18.411	2.085	2.585	3.085	4.085	5.085
18.483	2.0764	2.5764	3.0764	4.0764	5.0764
18.555	2.0839	2.5839	3.0839	4.0839	5.0839
18.627	2.0861	2.5861	3.0861	4.0861	5.0861
18.699	2.0779	2.5779	3.0779	4.0779	5.0779
18.771	2.0784	2.5784	3.0784	4.0784	5.0784
18.843	2.08	2.58	3.08	4.08	5.08
18.915	2.0791	2.5791	3.0791	4.0791	5.0791
18.987	2.0834	2.5834	3.0834	4.0834	5.0834
19.058	2.0859	2.5859	3.0859	4.0859	5.0859
19.13	2.0901	2.5901	3.0901	4.0901	5.0901
19.202	2.0947	2.5947	3.0947	4.0947	5.0947
19.274	2.0924	2.5924	3.0924	4.0924	5.0924
19.346	2.1011	2.6011	3.1011	4.1011	5.1011
19.418	2.0988	2.5988	3.0988	4.0988	5.0988
19.49	2.1026	2.6026	3.1026	4.1026	5.1026
19.562	2.1054	2.6054	3.1054	4.1054	5.1054
19.634	2.1048	2.6048	3.1048	4.1048	5.1048
19.706	2.112	2.612	3.112	4.112	5.112
19.778	2.1088	2.6088	3.1088	4.1088	5.1088
19.85	2.1082	2.6082	3.1082	4.1082	5.1082
19.922	2.1154	2.6154	3.1154	4.1154	5.1154
19.994	2.1135	2.6135	3.1135	4.1135	5.1135
20.066	2.1071	2.6071	3.1071	4.1071	5.1071
20.138	2.1132	2.6132	3.1132	4.1132	5.1132
20.21	2.1144	2.6144	3.1144	4.1144	5.1144
20.282	2.1118	2.6118	3.1118	4.1118	5.1118
20.354	2.1009	2.6009	3.1009	4.1009	5.1009
20.426	2.1024	2.6024	3.1024	4.1024	5.1024
20.498	2.0999	2.5999	3.0999	4.0999	5.0999
20.57	2.0946	2.5946	3.0946	4.0946	5.0946
20.642	2.0983	2.5983	3.0983	4.0983	5.0983
20.714	2.0976	2.5976	3.0976	4.0976	5.0976
20.786	2.0939	2.5939	3.0939	4.0939	5.0939
20.858	2.0907	2.5907	3.0907	4.0907	5.0907
20.93	2.0896	2.5896	3.0896	4.0896	5.0896
21.002	2.0832	2.5832	3.0832	4.0832	5.0832
21.074	2.0895	2.5895	3.0895	4.0895	5.0895
21.146	2.0852	2.5852	3.0852	4.0852	5.0852
21.218	2.0829	2.5829	3.0829	4.0829	5.0829
21.29	2.0885	2.5885	3.0885	4.0885	5.0885
21.362	2.0884	2.5884	3.0884	4.0884	5.0884
21.434	2.0812	2.5812	3.0812	4.0812	5.0812
21.506	2.0932	2.5932	3.0932	4.0932	5.0932
21.578	2.0966	2.5966	3.0966	4.0966	5.0966
21.65	2.0896	2.5896	3.0896	4.0896	5.0896
21.722	2.0943	2.5943	3.0943	4.0943	5.0943
21.794	2.1023	2.6023	3.1023	4.1023	5.1023
21.866	2.0978	2.5978	3.0978	4.0978	5.0978
21.938	2.0991	2.5991	3.0991	4.0991	5.0991
22.01	2.1021	2.6021	3.1021	4.1021	5.1021
22.082	2.1036	2.6036	3.1036	4.1036	5.1036
22.154	2.1009	2.6009	3.1009	4.1009	5.1009
22.226	2.1084	2.6084	3.1084	4.1084	5.1084
22.298	2.1072	2.6072	3.1072	4.1072	5.1072
22.37	2.0988	2.5988	3.0988	4.0988	5.0988
22.442	2.1066	2.6066	3.1066	4.1066	5.1066
22.514	2.11	2.61	3.11	4.11	5.11
22.586	2.1041	2.6041	3.1041	4.1041	5.1041
22.658	2.109	2.609	3.109	4.109	5.109
22.73	2.1052	2.6052	3.1052	4.1052	5.1052
22.802	2.0985	2.5985	3.0985	4.0985	5.0985
22.874	2.0959	2.5959	3.0959	4.0959	5.0959
22.946	2.0967	2.5967	3.0967	4.0967	5.0967
23.018	2.0935	2.5935	3.0935	4.0935	5.0935
23.09	2.0934	2.5934	3.0934	4.0934	5.0934
23.162	2.0971	2.5971	3.0971	4.0971	5.0971
23.234	2.0948	2.5948	3.0948	4.0948	5.0948
23.306	2.0922	2.5922	3.0922	4.0922	5.0922
23.378	2.09	2.59	3.09	4.09	5.09
23.45	2.0954	2.5954	3.0954	4.0954	5.0954
23.522	2.0925	2.5925	3.0925	4.0925	5.0925
23.594	2.0855	2.5855	3.0855	4.0855	5.0855
23.666	2.0936	2.5936	3.0936	4.0936	5.0936
23.738	2.0913	2.5913	3.0913	4.0913	5.0913
23.81	2.0916	2.5916	3.0916	4.0916	5.0916
23.882	2.092	2.592	3.092	4.092	5.092
23.954	2.0928	2.5928	3.0928	4.0928	5.0928
24.026	2.0953	2.5953	3.0953	4.0953	5.0953
24.098	2.0965	2.5965	3.0965	4.0965	5.0965
24.17	2.0953	2.5953	3.0953	4.0953	5.0953
24.242	2.0929	2.5929	3.0929	4.0929	5.0929
24.314	2.0991	2.5991	3.0991	4.0991	5.0991
24.386	2.0981	2.5981	3.0981	4.0981	5.0981
24.457	2.1011	2.6011	3.1011	4.1011	5.1011
24.529	2.0966	2.5966	3.0966	4.0966	5.0966
24.601	2.1018	2.6018	3.1018	4.1018	5.1018
24.673	2.1036	2.6036	3.1036	4.1036	5.1036
24.745	2.1017	2.6017	3.1017	4.1017	5.1017
24.817	2.1032	2.6032	3.1032	4.1032	5.1032
24.889	2.0975	2.5975	3.0975	4.0975	5.0975
24.961	2.0979	2.5979	3.0979	4.0979	5.0979
25.033	2.0989	2.5989	3.0989	4.0989	5.0989
25.105	2.0991	2.5991	3.0991	4.0991	5.0991
25.177	2.097	2.597	3.097	4.097	5.097
25.249	2.0991	2.5991	3.0991	4.0991	5.0991
25.321	2.0996	2.5996	3.0996	4.0996	5.0996
25.393	2.1019	2.6019	3.1019	4.1019	5.1019
25.465	2.0974	2.5974	3.0974	4.0974	5.0974
25.537	2.0926	2.5926	3.0926	4.0926	5.0926
25.609	2.0953	2.5953	3.0953	4.0953	5.0953
25.681	2.0949	2.5949	3.0949	4.0949	5.0949
25.753	2.0982	2.5982	3.0982	4.0982	5.0982
25.825	2.0952	2.5952	3.0952	4.0952	5.0952
25.897	2.0865	2.5865	3.0865	4.0865	5.0865
25.969	2.0945	2.5945	3.0945	4.0945	5.0945
26.041	2.092	2.592	3.092	4.092	5.092
26.113	2.0936	2.5936	3.0936	4.0936	5.0936
26.185	2.0963	2.5963	3.0963	4.0963	5.0963
26.257	2.0938	2.5938	3.0938	4.0938	5.0938
26.329	2.0884	2.5884	3.0884	4.0884	5.0884
26.401	2.0945	2.5945	3.0945	4.0945	5.0945
26.473	2.0964	2.5964	3.0964	4.0964	5.0964
26.545	2.0956	2.5956	3.0956	4.0956	5.0956
26.617	2.0929	2.5929	3.0929	4.0929	5.0929
26.689	2.0947	2.5947	3.0947	4.0947	5.0947
26.761	2.0989	2.5989	3.0989	4.0989	5.0989
26.833	2.0964	2.5964	3.0964	4.0964	5.0964
26.905	2.095	2.595	3.095	4.095	5.095
26.977	2.0937	2.5937	3.0937	4.0937	5.0937
27.049	2.1032	2.6032	3.1032	4.1032	5.1032
27.121	2.1007	2.6007	3.1007	4.1007	5.1007
27.193	2.0998	2.5998	3.0998	4.0998	5.0998
27.265	2.1003	2.6003	3.1003	4.1003	5.1003
27.337	2.1031	2.6031	3.1031	4.1031	5.1031
27.409	2.094	2.594	3.094	4.094	5.094
27.481	2.0968	2.5968	3.0968	4.0968	5.0968
27.553	2.0976	2.5976	3.0976	4.0976	5.0976
27.625	2.0957	2.5957	3.0957	4.0957	5.0957
27.697	2.0947	2.5947	3.0947	4.0947	5.0947
27.769	2.0976	2.5976	3.0976	4.0976	5.0976
27.841	2.0974	2.5974	3.0974	4.0974	5.0974
27.913	2.0956	2.5956	3.0956	4.0956	5.0956
27.985	2.096	2.596	3.096	4.096	5.096
28.057	2.096	2.596	3.096	4.096	5.096
28.129	2.0964	2.5964	3.0964	4.0964	5.0964
28.201	2.0947	2.5947	3.0947	4.0947	5.0947
28.273	2.0967	2.5967	3.0967	4.0967	5.0967
28.345	2.0988	2.5988	3.0988	4.0988	5.0988
28.417	2.0879	2.5879	3.0879	4.0879	5.0879
28.489	2.0942	2.5942	3.0942	4.0942	5.0942
28.561	2.0901	2.5901	3.0901	4.0901	5.0901
28.633	2.0963	2.5963	3.0963	4.0963	5.0963
28.705	2.0934	2.5934	3.0934	4.0934	5.0934
28.777	2.0967	2.5967	3.0967	4.0967	5.0967
28.849	2.0912	2.5912	3.0912	4.0912	5.0912
28.921	2.0969	2.5969	3.0969	4.0969	5.0969
28.993	2.0955	2.5955	3.0955	4.0955	5.0955
29.065	2.0925	2.5925	3.0925	4.0925	5.0925
29.137	2.096	2.596	3.096	4.096	5.096
29.209	2.093	2.593	3.093	4.093	5.093
29.281	2.098	2.598	3.098	4.098	5.098
29.353	2.0935	2.5935	3.0935	4.0935	5.0935
29.425	2.0963	2.5963	3.0963	4.0963	5.0963
29.497	2.0981	2.5981	3.0981	4.0981	5.0981
29.569	2.0995	2.5995	3.0995	4.0995	5.0995
29.641	2.0979	2.5979	3.0979	4.0979	5.0979
29.713	2.0944	2.5944	3.0944	4.0944	5.0944
29.785	2.0978	2.5978	3.0978	4.0978	5.0978
29.857	2.097	2.597	3.097	4.097	5.097
29.928	2.0945	2.5945	3.0945	4.0945	5.0945
30	2.0977	2.5977	3.0977	4.0977	5.0977
30.072	2.0978	2.5978	3.0978	4.0978	5.0978
30.144	2.0967	2.5967	3.0967	4.0967	5.0967
30.216	2.0935	2.5935	3.0935	4.0935	5.0935
30.288	2.0981	2.5981	3.0981	4.0981	5.0981
30.36	2.0957	2.5957	3.0957	4.0957	5.0957
30.432	2.0988	2.5988	3.0988	4.0988	5.0988
30.504	2.0923	2.5923	3.0923	4.0923	5.0923
30.576	2.0971	2.5971	3.0971	4.0971	5.0971
30.648	2.0971	2.5971	3.0971	4.0971	5.0971
30.72	2.0934	2.5934	3.0934	4.0934	5.0934
30.792	2.0948	2.5948	3.0948	4.0948	5.0948
30.864	2.0962	2.5962	3.0962	4.0962	5.0962
30.936	2.0941	2.5941	3.0941	4.0941	5.0941
31.008	2.0948	2.5948	3.0948	4.0948	5.0948
31.08	2.0958	2.5958	3.0958	4.0958	5.0958
31.152	2.0924	2.5924	3.0924	4.0924	5.0924
31.224	2.0893	2.5893	3.0893	4.0893	5.0893
31.296	2.0932	2.5932	3.0932	4.0932	5.0932
31.368	2.095	2.595	3.095	4.095	5.095
31.44	2.092	2.592	3.092	4.092	5.092
31.512	2.0917	2.5917	3.0917	4.0917	5.0917
31.584	2.0959	2.5959	3.0959	4.0959	5.0959
31.656	2.0947	2.5947	3.0947	4.0947	5.0947
31.728	2.0995	2.5995	3.0995	4.0995	5.0995
31.8	2.0972	2.5972	3.0972	4.0972	5.0972
31.872	2.0957	2.5957	3.0957	4.0957	5.0957
31.944	2.0938	2.5938	3.0938	4.0938	5.0938
32.016	2.0974	2.5974	3.0974	4.0974	5.0974
32.088	2.096	2.596	3.096	4.096	5.096
32.16	2.0988	2.5988	3.0988	4.0988	5.0988
32.232	2.0974	2.5974	3.0974	4.0974	5.0974
32.304	2.0949	2.5949	3.0949	4.0949	5.0949
32.376	2.0968	2.5968	3.0968	4.0968	5.0968
32.448	2.0942	2.5942	3.0942	4.0942	5.0942
32.52	2.0959	2.5959	3.0959	4.0959	5.0959
32.592	2.0917	2.5917	3.0917	4.0917	5.0917
32.664	2.0937	2.5937	3.0937	4.0937	5.0937
32.736	2.096	2.596	3.096	4.096	5.096
32.808	2.0992	2.5992	3.0992	4.0992	5.0992
32.88	2.0968	2.5968	3.0968	4.0968	5.0968
32.952	2.0965	2.5965	3.0965	4.0965	5.0965
33.024	2.0936	2.5936	3.0936	4.0936	5.0936
33.096	2.0946	2.5946	3.0946	4.0946	5.0946
33.168	2.0992	2.5992	3.0992	4.0992	5.0992
33.24	2.0946	2.5946	3.0946	4.0946	5.0946
33.312	2.0951	2.5951	3.0951	4.0951	5.0951
33.384	2.0925	2.5925	3.0925	4.0925	5.0925
33.456	2.0932	2.5932	3.0932	4.0932	5.0932
33.528	2.0921	2.5921	3.0921	4.0921	5.0921
33.6	2.0947	2.5947	3.0947	4.0947	5.0947
33.672	2.0922	2.5922	3.0922	4.0922	5.0922
33.744	2.0966	2.5966	3.0966	4.0966	5.0966
33.816	2.0934	2.5934	3.0934	4.0934	5.0934
33.888	2.0917	2.5917	3.0917	4.0917	5.0917
33.96	2.0946	2.5946	3.0946	4.0946	5.0946
34.032	2.0975	2.5975	3.0975	4.0975	5.0975
34.104	2.095	2.595	3.095	4.095	5.095
34.176	2.0944	2.5944	3.0944	4.0944	5.0944
34.248	2.0946	2.5946	3.0946	4.0946	5.0946
34.32	2.0947	2.5947	3.0947	4.0947	5.0947
34.392	2.0947	2.5947	3.0947	4.0947	5.0947
34.464	2.0967	2.5967	3.0967	4.0967	5.0967
34.536	2.0937	2.5937	3.0937	4.0937	5.0937
34.608	2.0998	2.5998	3.0998	4.0998	5.0998
34.68	2.097	2.597	3.097	4.097	5.097
34.752	2.0908	2.5908	3.0908	4.0908	5.0908
34.824	2.0968	2.5968	3.0968	4.0968	5.0968
34.896	2.094	2.594	3.094	4.094	5.094
34.968	2.0931	2.5931	3.0931	4.0931	5.0931
35.04	2.0993	2.5993	3.0993	4.0993	5.0993
35.112	2.0955	2.5955	3.0955	4.0955	5.0955
35.184	2.0917	2.5917	3.0917	4.0917	5.0917
35.256	2.098	2.598	3.098	4.098	5.098
